"","NEW_FID","RLI_1970","RLI_1980","RLI_2005","RLI_2020"
"75","Gulf of Alaska",0.999501447351113,0.995837316029847,0.988347910671212,0.988347910671212
"76","Cortezian",0.979263300031775,0.940187766079427,0.803630060737722,0.797807048458612
"77","Magdalena Transition",0.984042875335534,0.940873064167151,0.859160034534639,0.851532340412982
"78","Bermuda",0.969769830965218,0.900225655659522,0.81115072448928,0.776668068015252
"79","Bahamian",0.989760705321703,0.971310294036101,0.944194714603309,0.935359531999085
"80","Eastern Caribbean",0.990032453248355,0.963577077582239,0.940062212393927,0.931286155388046
"81","Greater Antilles",0.976313491203795,0.913017540735685,0.854809578960024,0.835397461652237
"82","Southern Caribbean",0.9635719127755,0.810151034553199,0.679963739022514,0.655942843423344
"83","Southwestern Caribbean",0.974140668066072,0.895367737558629,0.824143258570138,0.807104949302098
"84","Western Caribbean",0.983016063927439,0.947212190326832,0.910538339399442,0.898456955345477
"85","Southern Gulf of Mexico",0.96860260229344,0.890535615560397,0.805285196923808,0.776308823906368
"86","Floridian",0.982601390960757,0.938341280375873,0.886796372622431,0.859556380694588
"87","Guianan",0.927184090093389,0.785380942635072,0.633550118769012,0.599202856660352
"88","Amazonia",0.886746680088935,0.707076075278185,0.50944722950811,0.472247873712148
"89","Sao Pedro and Sao Paulo Islands",0.989884109534098,0.954375724648679,0.897928378091174,0.862089289808966
"90","Fernando de Naronha and Atoll das Rocas",0.962655914055017,0.892486642540446,0.712348454314281,0.643770261395551
"91","Northeastern Brazil",0.926580785221324,0.737970145267264,0.570446137216933,0.532334448415832
"92","Eastern Brazil",0.940782123979099,0.841949933400604,0.737168697050923,0.713735890435055
"93","Trindade and Martin Vaz Islands",0.943305135936558,0.856671633068758,0.728155417221996,0.609636394879735
"94","St. Helena and Ascension Islands",0.991417817851723,0.950176830368164,0.891709360697845,0.820180125486302
"95","Cape Verde",0.999489593193251,0.995921422326005,0.984602512808278,0.975064839682519
"96","Gulf of Guinea Upwelling",0.978656096151345,0.916824144475651,0.730511313691445,0.582322697418859
"97","Gulf of Guinea Central",0.967876695784455,0.891431835342504,0.705718735113055,0.553610059151197
"98","Gulf of Guinea Islands",0.988593573206373,0.957405925458014,0.848216982606141,0.787217964059927
"99","Northern and Central Red Sea",0.977926316057742,0.917246389689615,0.771655685939837,0.718544970776918
"100","Southern Red Sea",0.983312980254492,0.681935126980794,0.557606031252259,0.520633778310899
"101","Gulf of Aden",0.991840818373242,0.959743726486566,0.917525247156622,0.894258608486115
"102","Arabian (Persian) Gulf",0.951935154195555,0.836133965368069,0.712986391630292,0.68279554079747
"103","Gulf of Oman",0.939747706127501,0.819918029011379,0.667127809688549,0.610119183501084
"104","Western Arabian Sea",0.982961603793266,0.905367415956808,0.798148558332728,0.734821961944781
"105","Central Somali Coast",0.990890245436789,0.957744431039396,0.905881488793361,0.877082460002779
"106","Northern Monsoon Current Coast",0.989752702166231,0.97044778940009,0.890573197365856,0.859531386557598
"107","East African Coral Coast",0.994437859212215,0.985614318624111,0.918860123866142,0.881092287119788
"108","Seychelles",0.977048091725003,0.925332042028316,0.837255371918414,0.823494975893264
"109","Cargados Carajos/Tromelin Island",0.998172448807047,0.997082024789272,0.979296206479818,0.978482823077182
"110","Mascarene Islands",0.99024914312692,0.825374812459569,0.795140580279004,0.789330784203434
"111","Southeast Madagascar",0.995183754095839,0.944128885082175,0.854923164860928,0.807433285969471
"112","Western and Northern Madagascar",0.995963139859831,0.966572860585839,0.801342019212232,0.74283343430169
"113","Bight of Sofala/Swamp Coast",0.991777791295468,0.97734169194573,0.885935571639958,0.836939424129857
"114","Delagoa",0.996025148563303,0.977622766918953,0.881726601882637,0.869703481590283
"115","Western India",0.897035673785574,0.723072618505436,0.539738945992271,0.505115943737696
"116","South India and Sri Lanka",0.908656675233289,0.767353086788882,0.582011835649064,0.530088045531597
"117","Maldives",0.977842455683019,0.737223180327979,0.544299304060764,0.528813814161795
"118","Chagos",0.96018406862139,0.866497320052714,0.652888042417379,0.622962536138002
"119","Eastern India",0.847563016621203,0.683032573220931,0.514000757580496,0.47835909965536
"120","Northern Bay of Bengal",0.917511741399983,0.764206193060342,0.577684521541079,0.548907318418212
"121","Andaman and Nicobar Islands",0.964225032771253,0.914203674118211,0.776448816039443,0.763841167794887
"122","Andaman Sea Coral Coast",0.949833939854281,0.880604344149471,0.636894010008304,0.612813089955127
"123","Western Sumatra",0.949871650985369,0.832950905506215,0.678991924054003,0.65637011409516
"124","Gulf of Tonkin",0.909543720422973,0.826959365304234,0.670023802749746,0.601965837693668
"125","Southern China",0.906865510165342,0.834253530701779,0.689687166623992,0.62736905852734
"126","South China Sea Oceanic Islands",0.909777241594021,0.855668078842836,0.694592918573061,0.65868052547609
"127","Gulf of Thailand",0.872043472929831,0.758429258912019,0.574565748680487,0.537851026759457
"128","Southern Vietnam",0.860543313921683,0.78010803943435,0.568573518904627,0.532879519724251
"129","Sunda Shelf/Java Sea",0.874386626378857,0.74032208291094,0.553034174206845,0.526505345601717
"130","Malacca Strait",0.884850279835898,0.663748619558399,0.463606310996706,0.412192337340794
"131","Southern Java",0.930981006252948,0.768073426328769,0.598738776420832,0.561140065448582
"132","Cocos-Keeling/Christmas Island",0.998617199941858,0.959471771358258,0.847685613291551,0.791397993103596
"133","South Kuroshio",0.94785151571397,0.903880625532723,0.814556981879016,0.793131789215636
"134","Ogasawara Islands",0.997291735374671,0.993129482818578,0.971994892639579,0.970057513615438
"135","Mariana Islands",0.99399813167016,0.901143052955562,0.746878403884354,0.721105288961926
"136","East Caroline Islands",0.92352928637043,0.83117656557774,0.628972295369548,0.572471165555461
"137","West Caroline Islands",0.977737517501144,0.830816152082277,0.628105864386899,0.549087760659667
"138","Palawan/North Borneo",0.916873320992649,0.807380584550121,0.63027366953945,0.60730734770584
"139","Eastern Philippines",0.916577482734144,0.785023883741403,0.66754280503559,0.660294072814946
"140","Sulawesi Sea/Makassar Strait",0.886517053807334,0.786241818939704,0.631699990249529,0.613572169317349
"141","Halmahera",0.984188210831171,0.962678251545949,0.929591424505808,0.773365422820197
"142","Papua",0.985718239037123,0.973523299093454,0.809257495191567,0.708030238847921
"143","Banda Sea",0.961042459690197,0.921988386901003,0.865571660769158,0.853311688547073
"144","Lesser Sunda",0.927929654115137,0.843970818690367,0.72215063186024,0.695320758676994
"145","Northeast Sulawesi",0.872622346857951,0.743024255954776,0.566966657613883,0.540586385011633
"146","Bismarck Sea",0.987233022649107,0.976468973107177,0.898308221565587,0.828323508857203
"147","Solomon Archipelago",0.942819854090393,0.910388707787231,0.832348541055813,0.795902257105706
"148","Solomon Sea",0.96899140852523,0.953245798274964,0.830411039957116,0.734574882722724
"149","Southeast Papua New Guinea",0.979877880462033,0.952868800216159,0.721677349592222,0.716369731674882
"150","Gulf of Papua",0.989511344986676,0.980629158151059,0.867238946900609,0.856868226963053
"151","Arafura Sea",0.940806536700083,0.893110546683362,0.748470896314687,0.731665105825041
"152","Arnhem Coast to Gulf of Carpenteria",0.965643708410796,0.939310117685364,0.864454362037483,0.851760162033466
"153","Bonaparte Coast",0.978633827260885,0.942240424306839,0.873046558141711,0.857700955541626
"154","Torres Strait Northern Great Barrier Reef",0.972449789358044,0.948599278442313,0.878393180863383,0.870554215548823
"155","Central and Southern Great Barrier Reef",0.991699336413327,0.96853027893233,0.924738318296092,0.92026263952108
"156","Exmouth to Broome",0.989394148443471,0.979924398191838,0.958348156080162,0.955816756156605
"157","Ningaloo",0.99601055020644,0.991856490106122,0.97933773913476,0.977448341951847
"158","Tonga Islands",0.971305237178279,0.892939820440789,0.784471544982809,0.752392947612332
"159","Vanuatu",0.99923032653548,0.883281834361424,0.876429703864864,0.874618693215288
"160","New Caledonia",0.996705007505046,0.990226757144837,0.980257911918854,0.978555582552548
"161","Coral Sea",0.995240005719235,0.987907062222113,0.974292971834917,0.968809992179434
"162","Lord Howe and Norfolk Islands",0.990175506964314,0.903535701843056,0.891595138034969,0.891400312140721
"163","Marshall Islands",0.975339953041548,0.882292937521311,0.745549387290551,0.702484926206894
"164","Line Islands",0.981685688324054,0.89108422517136,0.777882080856356,0.744553223595659
"165","Phoenix/Tokelau/Northern Cook Islands",0.983294072037209,0.899039675650141,0.773719326062464,0.74600223323657
"166","Samoa Islands",0.982596042328436,0.874767685034353,0.760984167474784,0.721676203590117
"167","Tuamotus",0.974122896391926,0.828413803776335,0.671913523938018,0.631614624909525
"168","Rapa-Pitcairn",0.9880925277418,0.931776757531045,0.856270909856031,0.841772889388249
"169","Southern Cook/Austral Islands",0.972989383225483,0.848900699493392,0.717088814272972,0.686301694592182
"170","Society Islands",0.971442131825118,0.768708996051638,0.601764120692469,0.542809757642793
"171","Marquesas",0.948674840212417,0.901579498691997,0.798195287808883,0.776547714812353
"172","Easter Island",0.957098656725913,0.811301578490116,0.732654948591834,0.701351879999496
"173","Revillagigedos",0.999358008477024,0.973239251889246,0.91397646331328,0.89113898856544
"174","Clipperton",0.986421577763491,0.960135754670861,0.884367248846099,0.830717570591631
"175","Mexican Tropical Pacific",0.984571897458756,0.921546172993109,0.810632809375748,0.805667300597393
"176","Chiapas-Nicaragua",0.975936216981847,0.893040216124619,0.70307111198533,0.697570491770019
"177","Nicoya",0.986109673636165,0.936738672071857,0.80838673839198,0.804688438051957
"178","Cocos Islands",0.997181905741045,0.883258250182209,0.744670268377011,0.72517420898675
"179","Panama Bight",0.966138906611147,0.883844821470572,0.68042533103491,0.635156932538649
"180","Guayaquil",0.975780109203139,0.844612935765745,0.65669105761406,0.637926699711969
"181","Northern Galapagos Islands",0.998960514797896,0.996681957984818,0.987489300494912,0.982633424331196
"182","Eastern Galapagos Islands",0.970495845005096,0.927611139114015,0.86152593400884,0.86002909364902
"183","Western Galapagos Islands",0.975660293188951,0.937144592751177,0.889012112465092,0.88755819131413
"184","Central Peru",0.933986422631276,0.83740296979986,0.599706560416932,0.590964459044245
"185","Humboldtian",0.958828400016764,0.905564261476461,0.707384365392737,0.705848330854565
"186","Central Chile",0.995089939502507,0.931343680889467,0.783665543602931,0.783564259792475
"187","Araucanian",0.99536621367232,0.935408764417356,0.777561884064351,0.776811008598987
"188","Juan Fern ndez and Desventuradas",0.991112297111887,0.973096887590162,0.844428810723839,0.844365024716888
"189","Southeastern Brazil",0.941851706748176,0.778033742294385,0.589120994304446,0.567818463319916
"190","Rio Grande",0.949390411064526,0.831139507374547,0.636868354180044,0.61934839773278
"191","Rio de la Plata",0.932711670010553,0.731489156683048,0.466993764307238,0.451555873627419
"192","Uruguay-Buenos Aires Shelf",0.958024553509271,0.830172126561035,0.634052885942518,0.617679766714206
"193","Malvinas/Falklands",0.997727945164698,0.97593882193113,0.886597995504402,0.876611853811134
"194","Channels and Fjords of Southern Chile",0.961620890472679,0.787230273711345,0.5771040640723,0.573234301691598
"195","Chiloense",0.984044773270007,0.870924024508154,0.684295222812829,0.681890583084244
"196","Tristan Gough",0.981900560065498,0.895574770730745,0.873265940105529,0.871897305513453
"197","Namaqua",0.994146867017525,0.97295490910605,0.911348111769516,0.89730428094584
"198","Agulhas Bank",0.996882337123138,0.958119297859456,0.83986249365467,0.83099026123781
"199","Natal",0.998507908622798,0.97030460089276,0.836668124710254,0.80735837650584
"200","Amsterdam-St Paul",0.819168145978283,0.791350641538204,0.782126109618511,0.782126109618511
"201","Three Kings-North Cape",0.992902320360558,0.986111791882362,0.963457865806568,0.967302871512099
"202","South New Zealand",0.994593825584309,0.982496294231628,0.951310696712981,0.964682632458091
"203","Snares Island",0.997218886950798,0.983277817462635,0.953947958863011,0.967259876227537
"204","Tweed-Moreton",0.995574483150399,0.976881338971404,0.865900913946023,0.863059945845938
"205","Manning-Hawkesbury",0.998046491317682,0.986020493748018,0.852750054480265,0.850529613730904
"206","Cape Howe",0.996783980364705,0.96749994855137,0.87336646428074,0.863649821010616
"207","Bassian",0.996382885387829,0.915753341150405,0.811578345583768,0.800519188288849
"208","Western Bassian",0.995537833682488,0.974781456683945,0.891579663331386,0.885104686489861
"209","South Australian Gulfs",0.996453859355801,0.980469649548459,0.892893606177746,0.891749423850878
"210","Great Australian Bight",0.996070020329429,0.980024819170192,0.948791415227628,0.947406888643046
"211","Leeuwin",0.997804379909397,0.993427161845895,0.985251926412507,0.984565653024863
"212","Shark Bay",0.994764114923012,0.988746576872077,0.967695737434698,0.964811648452994
"213","Houtman",0.99731518441682,0.992931958756209,0.980411455966902,0.979347810607134
"214","Macquarie Island",0.995695911615435,0.992381011377279,0.991281760970998,0.991281760970998
"215","Heard and Macdonald Islands",0.999874860196383,0.999839794815105,0.960280929023445,0.920722063231786
"216","Kerguelen Islands",0.99986562110833,0.999742164083072,0.994308281481194,0.988874398879315
"217","Crozet Islands",0.996113661008971,0.992227322017943,0.992227322017943,0.992227322017943
"218","Prince Edward Islands",0.999995784027114,0.999991568054228,0.999991568054228,0.999991568054228
"219","Peter the First Island",1,1,1,1
"220","South Sandwich Islands",0.8,0.6,0.6,0.6
"221","South Georgia",0.998537035856029,0.997074071712058,0.997074071712058,0.997074071712058
"222","South Orkney Islands",1,1,1,1
"223","South Shetland Islands",1,1,1,1
"224","Antarctic Peninsula",1,1,1,1
"225","East Antarctic Dronning Maud Land",1,1,1,1
"226","Weddell Sea",1,1,1,1
"227","Amundsen/Bellingshausen Sea",1,1,1,1
"228","Ross Sea",1,1,1,1
"229","Campbell Island",0.99690664307101,0.975206560103787,0.956328125897074,0.956328125897074
"230","Auckland Island",0.998016324766732,0.980223403880864,0.963921191027574,0.963921191027574
"231","Baffin Bay - Davis Strait",0.779254260162298,0.759928459004419,0.739235653983831,0.739235653983831
"232","Lancaster Sound",0.6,0.6,0.6,0.6
"233","High Arctic Archipelago",0.6,0.6,0.6,0.6
"234","Eastern Bering Sea",0.999999166494058,0.999999154117064,0.96815511350548,0.96815511350548
"235","Aegean Sea",0.921341168934676,0.781150604337654,0.648342602973207,0.571766392034163
"236","Levantine Sea",0.9277810987914,0.793673798812086,0.652454222491263,0.567186657737949
"237","Tunisian Plateau/Gulf of Sidra",0.919826702647685,0.786838055488605,0.68465513103176,0.62599184361479
"238","Ionian Sea",0.923618655923497,0.782167454896554,0.665229182489177,0.595740333244735
"239","Western Mediterranean",0.93930302666642,0.80874742248786,0.684278673958557,0.61749045038297
"240","Alboran Sea",0.963269059613805,0.827681062741599,0.726801070961878,0.672849482878544
"241","Gulf of Maine/Bay of Fundy",0.905765181563347,0.838708492948298,0.820796666911585,0.885307996177674
"242","Carolinian",0.977627977096416,0.906798688963311,0.844932378486988,0.805582509330148
"243","Kamchatka Shelf and Coast",0.999999930136982,0.999999930136982,0.988258019123367,0.970337606015675
"244","North American Pacific Fijordland",0.996176596940552,0.966386820432761,0.955849721959348,0.955849721959348
"245","Puget Trough/Georgia Basin",0.993986198245726,0.951212681515,0.937411969996472,0.937323447689107
"246","Oregon, Washington, Vancouver Coast and Shelf",0.996637857120813,0.979197658088884,0.971848548630837,0.971812553953177
"247","Northern California",0.996035893015427,0.984833288880459,0.972448338189865,0.972095404514339
"248","Southern California Bight",0.992140165206827,0.970795573601028,0.908406004924313,0.902229130792593
"249","Sahelian Upwelling",0.979358519827071,0.872226213309627,0.597185231498027,0.475524439005378
"250","Gulf of Guinea West",0.969076750214789,0.88456937850383,0.675155628614118,0.503963369879076
"251","Gulf of Guinea South",0.98144700493186,0.927896993728637,0.751332257395038,0.620252683493503
"252","Angolan",0.983859528536332,0.934407093727989,0.770822120874196,0.649503323766644
"253","Fiji Islands",0.996604138621199,0.987483417854103,0.969519183734753,0.965238473049988
"254","Hawaii",0.998357399712655,0.977692155892525,0.938234772256462,0.936343176302963
"255","Gilbert/Ellis Islands",0.97886354479649,0.871565727057091,0.705805100976961,0.648652315378075
"256","North Patagonian Gulfs",0.968012631034648,0.886870382961749,0.772574956244453,0.752737918210361
"257","Patagonian Shelf",0.985560490871904,0.938467747478967,0.834567367323596,0.822793659659529
"258","Namib",0.988308385228716,0.958107679894028,0.866242552434808,0.846010215706048
"259","Kermadec Island",0.999955633019886,0.903734586451038,0.902813724663749,0.902582364551787
"260","Northeastern New Zealand",0.98922372015309,0.977964679960038,0.945169153903741,0.951622779584048
"261","Chatham Island",0.996436667293121,0.973632103736868,0.926437275235766,0.946751430047912
"262","Central New Zealand",0.99041981220831,0.976290144335183,0.941764348405615,0.951589980535766
"263","Bounty and Antipodes Islands",0.998001741799088,0.997100325627316,0.996801408006314,0.996801408006314
